account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3511734,Vardaman Ventures Limited Liability Company,LLC,Active,2026-09-06,Domestic,Connecticut,New Multifamily Housing Construction except For-Sale Builders (236116),148 LAKEVIEW DRIVE,Colchester/CT,CT,06415,barretoaprn@outlook.com
3511741,Farzino Accounting & Advisory LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Other Accounting Services (541219),26 Circle DR,Windsor Locks,CT,06096,contact@farzino.com
3511744,Angjelo's Household LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Other Activities Related to Real Estate (531390),136 Chicory Dr,Wolcott,CT,06716-1822,angjeloshouseholdllc@gmail.com
3511747,"Cedar Hill Studio, LLC",LLC,Active,2026-09-06,Domestic,Connecticut,Interior Design Services (541410),1 Cedar Hl,Greenwich,CT,06830-4701,dlevy17@tulane.edu
3511756,Total Home Solutions Property Services llc,LLC,Active,2026-09-06,Domestic,Connecticut,Residential Remodelers (236118),675townsend ave,New haven,CT,06512,jgeneus85@gmail.com
3511757,Team Pull-Vora LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),238 Second Ave,West Haven,CT,06516-5123,teampullvora@gmail.com
3511760,Jamaican celebrity jerk chicken LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Limited-Service Restaurants (722513),268 Post Rd Ste 200 #364293,Fairfield,CT,06824,ricebag2017@gmail.com
3511772,Strong Heaven Care Services LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Home Health Care Services (621610),1 douglas ave,Niantic,CT,06357,mafu.lucia@gmail.com
3511773,Sir Fix A Lot Limited Liability Company,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),132 Wade Road,POMFRET CENTER,CT,06259,mpryan1128@gmail.com
3511780,Allan4everBarber LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Barber Shops (812111),462 Colony St,Meriden,CT,06451-2215,allan4everbarber@gmail.com
3511788,"Her Hour, Inc",Non-Stock,Active,2026-09-06,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,info@herhourct.com
3511789,Hintd LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Software Publishers (513210),40 Country Club Ln,Easton,CT,06612-1158,amsalazar501@gmail.com
3511791,"LUGO SIGNATURE CLEANING, LLC",LLC,Active,2026-09-06,Domestic,Connecticut,Janitorial Services (561720),28 Otis St,Manchester,CT,06040-5953,katherinlugo2@gmail.com
3511794,Concordia Counseling of Connecticut LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Offices of Mental Health Practitioners except Physicians (621330),15 Berkeley Dr.,Vernon,CT,06066-6321,concordiacounselingct@gmail.com
3511796,Heart & Home Companions LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Services for the Elderly and Persons with Disabilities (624120),21 Natick Street,Hartford,CT,06106,heartandhomecompanionsct@gmail.com
3511797,17 Hackberry LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),17 Hackberry Hill Rd,Weston,CT,06883,kristin.l.miller@gmail.com
3511799,Stuart Ko LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Cut and Sew Apparel Manufacturing except Contractors (315250),88 Liberty St,Pawcatuck,CT,06379-1638,stuart@stuartko.com
3511801,Wabi Sabi Exotics LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Animal Production (112990),720 Frenchtown Rd,Bridgeport,CT,06606-1311,zack@cohensconstrictors.com
3511804,Joey's Real Estate & Development Limited Liability Company,LLC,Active,2026-09-06,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),2 Daisy Drive,Shelton,CT,06484,jclombo@gmail.com
3511806,Anastasia Plumbing LLC,LLC,Active,2026-09-06,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",79 Balance Rock Rd,Seymour,CT,06483-6058,cpanastasia@yahoo.com
3511810,SVVN Labs LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Book Publishers (513130),1019 Main St,Bridgeport,CT,06604,rlw@svvnlabs.com
3511811,Mary Elizabeth Foundation Incorporated,Non-Stock,Active,2026-09-06,Domestic,Connecticut,Other Community Housing Services (624229),,,,,maryehousing@gmail.com
3511818,Alpha Drive LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Couriers and Express Delivery Services (492110),44 Chestnut Hill Rd,Trumbull,CT,06611-4112,myalphadrivellc@gmail.com
3511820,Sod Sai LLC,LLC,Active,2026-09-06,Foreign,NORTH CAROLINA,All Other Miscellaneous Retailers (459999),14 Yew St,Norwalk,CT,06850-1231,hello@sodsai.us
3511824,True North Outdoor Living LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Landscaping Services (561730),1195 Durham Rd,Wallingford,CT,06492-2547,truenorthoutdoorlivingct@gmail.com
3511829,Calla House Events LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Personal Services (812990),56 Short St,New Britain,CT,06051-1345,callahouseevents@gmail.com
3511839,Greenwich Avenue Advisory LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),"221 Weaver Street, Unit 19H",Greenwich,CT,06831,paulyounes@yahoo.com
3511840,Elersa Trading LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other General Merchandise Retailers (455219),43 Cold Spring Drive,Westbrook,CT,06498,sales@elersatrading.com
3511846,440 Dixwell LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Residential Property Managers (531311),440 Dixwell Ave,New Haven,CT,06511,3521769@gmail.com
3511847,"Northeast Structure & Repair Co., LLC",LLC,Active,2026-09-06,Domestic,Connecticut,Residential Remodelers (236118),15 Brookview Dr,Glastonbury,CT,06033-1424,nestructureco@gmail.com
3511860,D&D Closing Service LLC,LLC,Active,2026-09-06,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",147 Birchwood Dr,Hamden,CT,06518-1141,donna816@sbcglobal.net
3511864,Dbrown Coaching LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Personal Services (812990),1 Wilson ave,Wallingford,CT,06492-5133,dabrown149@gmail.com
3511867,Plant Cortex LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Custom Computer Programming Services (541511),221 Trumbull St,Hartford,CT,06103-1500,gaurav.plantcortex@gmail.com
3513055,South Pole Heating and Cooling LLC,LLC,Active,2026-09-06,Foreign,,238220,111 Clifton Ave,Lakewood,NJ,08701,judith@southpolehvac.com
3508602,The Yard Crew LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Landscaping Services (561730),19 Impala Dr,Enfield,CT,06082-1929,mnm10203@icloud.com
3510040,1564 MWT LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1564 Meriden Wtby Tpke,Milldale,CT,06467-6506,shpendisurocaj@yahoo.com
3511315,PROIETTE HOLDINGS L.L.C.,LLC,Active,2026-09-05,Domestic,Connecticut,Other Activities Related to Real Estate (531390),36 Saint John St,North Haven,CT,06473-2333,proiettellc@gmail.com
3511389,A&B loyalty services LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Couriers and Express Delivery Services (492110),403 Indian Ave,Bridgeport,CT,06606,abloyaltyservices@gmail.com
3511406,Selecto Automotive LLC,LLC,Active,2026-09-05,Domestic,Connecticut,General Automotive Repair (811111),47 Sumner St,Hartford,CT,06105-2041,service@selectoautomotive.com
3511424,One Ninety Nine LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Stationery Product Manufacturing (322230),59 Myers Rd,Windham,CT,06280-1517,mlsusan199@gmail.com
3511425,Nutrition Mediation by Edy McClure LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Professional Organizations (813920),124 S Pomperaug Ave,Woodbury,CT,06798-3739,edy@nutritionmediation.com
3511426,Gomez Ltd. Liability Co.,LLC,Active,2026-09-05,Domestic,Connecticut,Other Activities Related to Real Estate (531390),10852 42nd Ave,Corona,NY,11368,gomezjoselenny@gmail.com
3511429,Keelby AI LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",230 Great Plain Road,Danbury,CT,06811,alex.villalobos@keelbyai.com
3511434,GHS Spirit Club Inc.,Non-Stock,Active,2026-09-05,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,grizzliesspiritclub@gmail.com
3511437,Boreas Boatworks LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Boat Dealers (441222),344 Furnace Brook Rd,Cornwall Bridge,CT,06754,eryoun9@gmail.com
3511445,Total Transport LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"Specialized Freight except Used Goods Trucking, Local (484220)",42 Thompson street,East Haven,CT,06513,totaltransportllc1@gmail.com
3511446,StellarRoute LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Couriers and Express Delivery Services (492110),60 Avery St,Stamford,CT,06902-6244,davedalencourtt@gmail.com
3511453,The Wee Creamery LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Mobile Food Services (722330),50 Carlyle Rd,West Hartford,CT,06117,niamh@theweecreamery.com
3511463,Dibbs & Kiffy LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Book Publishers (513130),311 E Ridge Rd,Middletown,CT,06457-5405,dibbskiffydiffy@gmail.com
3511476,Iron Restaurant Group LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Business Associations (813910),59 John Paul Ln,Coventry,CT,06238-1400,rmercier3691@mail.com
3511479,Artisan Studio Design LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Interior Design Services (541410),1200 Boston Post Rd Ste 202,Guilford,CT,06437-2472,mratib@mustapharatibllc.com
3511484,TT GARAGEDOOR LLC,LLC,Active,2026-09-05,Domestic,Connecticut,All Other Personal Services (812990),187 Winthrop Ave,New Haven,CT,06511-5125,torrestomas1221@gmail.com
3511485,Johnson Glass Solutions LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Residential Remodelers (236118),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511487,Just Pray Foundation Inc.,Non-Stock,Active,2026-09-05,Domestic,Connecticut,Other Individual and Family Services (624190),,,,,juneminto21@gmail.com
3511489,Sargis Consulting LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),135 White Oak Shade Rd,New Canaan,CT,06840-6832,cheryl.sargis@sargisconsulting.com
3511490,GRAY'S FREIGHT & TRANSPORTATION LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"General Freight Trucking, Local (484110)",206 High Top Cir W,Hamden,CT,06514,cedrickgray24@gmail.com
3511491,"ALPHA LEGACY GROUP, LLC",LLC,Active,2026-09-05,Domestic,Connecticut,All Other Personal Services (812990),30 Riverview Ave,Deep River,CT,06417-2030,anthonymserra21@gmail.com
3511501,Clarity Vestibular Therapy LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",113 Bayberry Hill Road,Ridgefield,CT,06877,clarityvestibulartherapy@gmail.com
3511505,RIV212 LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Marketing Consulting Services (541613),1 Greyrock Place,Stamford,CT,06901,ms.mrivera212@gmail.com
3511507,A and M Cleaning Services and Renovation Limited Liability Company,LLC,Active,2026-09-05,Domestic,Connecticut,Janitorial Services (561720),523 Stanley St,New Britain,CT,06051-2732,contact@aandmcleaningservicesma.com
3511508,JOANNA OGNIEWSKI AUTHOR LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",218 Pershing Ave,New Britain,CT,06053-2746,joannao1507@gmail.com
3511510,PEPPERBUSH LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing (333415),9 Pepperbush Rd,Weston,CT,06883-1428,brendie@yopmail.com
3511514,noman L.L.C.,LLC,Active,2026-09-05,Domestic,Connecticut,Residential Remodelers (236118),39 Foxcroft Dr,Manchester,CT,06040-3822,shabanar@yahoo.com
3511517,Voices By Lee Rickal LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Graphic Design Services (541430),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511518,Hovely Nest LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),87 Greenwood Dr,South Windsor,CT,06074,zransari2001@yahoo.com
3511520,Athawri Locksmith LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Locksmiths (561622),82 Ashford Street,Hartford,CT,06120-1103,athawrilocksmith@gmail.com
3511522,PICKFACTS LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),"55 Post Road West, 2nd Floor",Westport,CT,06880,info@pickfacts.com
3511528,LiveWire Electric LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Electrical Contractors and Other Wiring Installation Contractors (238210),88 Hunters Avenue,TAFTVILLE,CT,06380,livewireelectricct@gmail.com
3511530,Keen Assist LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Services for the Elderly and Persons with Disabilities (624120),2 Revere Rd,Washington,CT,06793-1007,keen.assist926@gmail.com
3511533,Just Like That Professional Ltd. Liability Co.,LLC,Active,2026-09-05,Domestic,Connecticut,Other Personal and Household Goods Repair and Maintenance (811490),178 Lockwood Ave,Stamford,CT,06902-5229,anthony@justlikethatpro.com
3511538,Jennifer Hilbert LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing (333415),9 Pepperbush Rd,Weston,CT,06883-1428,jenhilb@yopmail.com
3511540,Arpegio Comunicaciones & Marketing LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Marketing Consulting Services (541613),859 Main St,Willimantic,CT,06226,kris@arpegiocomunicaciones.com
3511544,Namor Delivery & Cleanup LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Local Messengers and Local Delivery (492210),392 Elm St,West Haven,CT,06516-4243,namor@namorholdings.com
3511546,Smoke Porch LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers (459991)",392 Elm St,West Haven,CT,06516-4243,smokeporch@namorholdings.com
3511550,Jhomar Nato LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing (333415),9 Pepperbush Rd,Weston,CT,06883-1428,homarta@yopmail.com
3511556,Ingressible LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),20 Myrna Ave,Waterbury,CT,06704-2535,bonifacekechi@gmail.com
3511561,New Haven Historical Fencing Inc,Non-Stock,Active,2026-09-05,Domestic,Connecticut,Sports and Recreation Instruction (611620),,,,,newhavenhistoricalfencing@gmail.com
3511567,"Vergato Design Group, LLC",LLC,Active,2026-09-05,Foreign,GEORGIA,Engineering Services (541330),233 Arnold Mill Rd,Woodstock,GA,30188-7608,jvergato@vergato-dg.com
3511570,Dakar Eats LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Limited-Service Restaurants (722513),4640 Main St,Stratford,CT,06614-3634,yayoumbaye.dc@gmail.com
3511577,"Spera Outdoor Services, LLC",LLC,Active,2026-09-05,Domestic,Connecticut,Landscaping Services (561730),27 Soljer Dr,Waterford,CT,06385-4313,speraoutdoorservices@gmail.com
3511582,ADELA MARTHA MOLINA PINA LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Janitorial Services (561720),5 4TH STREET,DANBURY,CT,06810,efieschi72@gmail.com
3511583,InsideOut Psychotherapy and Wellness PLLC,LLC,Active,2026-09-05,Domestic,Connecticut,Offices of Mental Health Practitioners except Physicians (621330),34 Seneca Dr,Trumbull,CT,06611,kapellegrin@gmail.com
3511590,Ortus Development Company,Stock,Active,2026-09-05,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),,,,,ibizhaocliff@ortusdev.com
3511593,TRoseLodge LLC,LLC,Active,2026-09-05,Domestic,Connecticut,"Administration of Human Resource Programs except Education, Public Health, and Veterans' Affairs Programs (923130)",247 Old Long Ridge Rd,Stamford,CT,06903,terrilevine22@gmail.com
3511598,Connecticut Chapter Piano Technicians Guild inc,Non-Stock,Active,2026-09-05,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",,,,,ctptgtreas@gmail.com
3511606,EP CARPENTRY SOLUTION LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Finish Carpentry Contractors (238350),127 Wardwell St,Stamford,CT,06902-0600,elderpelaez.carpentry@gmail.com
3511607,Phomus LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),"470 Prospect St, Apt53",New Haven,CT,06511,happyphono@gmail.com
3511611,Evermore Creative LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Advertising Agencies (541810),20 Quarry Hill Rd,Waterbury,CT,06706-2836,hello@evermorecreativestudio.com
3511612,Snack Vibes L.L.C.,LLC,Active,2026-09-05,Domestic,Connecticut,Vending Machine Operators (445132),101 Kent St,Hartford,CT,06112-1827,levieking37@gmail.com
3511619,DA Service Works LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),80 Woodbridge Road,coventry,CT,06238,daservworks@gmail.com
3511623,Nahmean Express LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Couriers and Express Delivery Services (492110),4 Russell St,Wallingford,CT,06492-3221,nahmean486@gmail.com
3511629,RALLY IN PEACE PROJECT Inc.,Non-Stock,Active,2026-09-05,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,peace_rally@aol.com
3511630,The Bespoke Pour LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Caterers (722320),326 Monroe st,new britain,CT,06052,thebespokepour369@gmail.com
3511632,Pivot Conversations LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Professional and Management Development Training (611430),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511635,67 Providence Property LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),49 Putnam Blvd,Glastonbury,CT,06033-1079,providenceproperties7@gmail.com
3511637,Good Sticks LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Office Supplies and Stationery Retailers (459410),33 Long Meadow Rd,Riverside,CT,06878-1103,shadowdpb321@gmail.com
3511643,89 Providence Property LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),49 Putnam Blvd,Glastonbury,CT,06033-1079,providenceproperties7@gmail.com
3511644,Lights! Camera! Action! LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Television Broadcasting Stations (516120),109 Spring Ln,Suffield,CT,06078,m.j.i.siegal@gmail.com
3511645,99 Providence Property LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),49 Putnam Blvd,Glastonbury,CT,06033-1079,providenceproperties7@gmail.com
3511646,Radiant Cleaning Co. LLC,LLC,Active,2026-09-05,Domestic,Connecticut,Janitorial Services (561720),19 Rourke Ave,Southington,CT,06489-3015,radiantcleaningco24@gmail.com
